,Condition,State,City,ITEM_CONDITION,LENGTH,PASSENGER_CAPACITY,POWER,TRACTION_CONTROL,HAS_AIR_CONDITIONING,ENGINE_DISPLACEMENT,BRAND,DOORS,ENGINE,FUEL_TYPE,KILOMETERS,MODEL,TRANSMISSION,TRIM,VEHICLE_YEAR,SINGLE_OWNER,ENGINE_MANUFACTURER,MOTO_TYPE,CYLINDERS,LOADING_CAPACITY,HOURS_OF_USE,FORKLIFT_TYPE,HAS_POWER_TRIM,ENGINE_QUANTITY,BEAM,OPERATING_WEIGHT,LINE,WEIGHT,DRAFT,INTERNAL_DIAMETER,MAX_POWER,Price_MXN
MLM803322671,new,Coahuila,Ramos Arizpe,Nuevo,,,,nan,nan,,Kenworth,nan,nan,nan,0.0,T800,Manual,nan,2009.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,650000.0
MLM797174927,used,Guanajuato,Celaya,Usado,5335.0,,166.0,Trasera,Sí,2693.0,Toyota,4.0,2.7,Gasolina,56000.0,Hilux,Manual,2.7 Cabina Doble Sr Mt,2017.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,289000.0
MLM803856376,used,Estado De México,Toluca,,,,,nan,nan,,Compacto,nan,nan,nan,,cm-17,nan,nan,1990.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,226000.0
MLM809694422,used,Jalisco,Guadalajara,Usado,,5.0,,Delantera,Sí,1200.0,Chevrolet,5.0,1.2,Gasolina,50000.0,Spark,Automática,1.2 Ltz L4 Man At,2015.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,109900.0
MLM813801544,used,Distrito Federal,Cuajimalpa De Morelos,Usado,,,,Delantera,Sí,,Ford,5.0,nan,Gasolina,73086.0,Explorer,Automática,5p Limited V6/3.5 Aut,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,268000.0
MLM812355513,used,Distrito Federal,Cuajimalpa De Morelos,Usado,,,,Delantera,nan,,Kia,4.0,nan,Gasolina,41460.0,Sportage,Automática,2.4 Sxl Awd At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,338000.0
MLM796470272,used,Nuevo León,San Pedro Garza García,Usado,4666.0,4.0,153.0,Delantera,Sí,1399.0,Chevrolet,4.0,1.4,Gasolina,30000.0,Cruze,Automática,1.4 Lt At,2018.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,239000.0
MLM786251586,used,Michoacán,Zamora,Usado,,,,4x2,nan,3600.0,Dodge,5.0,nan,Gasolina,100000.0,Durango,Automática,3.6 Limited V6 At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,340000.0
MLM801460333,used,Querétaro,San Juan Del Río,Usado,4855.0,4.0,245.0,Delantera,Sí,1998.0,Kia,4.0,2.0,Gasolina,48000.0,Optima,Automática,2.0 L Turbo Gdi Sxl At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,245000.0
MLM793116317,used,Estado De México,Naucalpan,Usado,,,,4x4,nan,5300.0,Hummer,5.0,nan,Gasolina,82000.0,H3,Manual,5.3 Adventure Con Kit Y Edicion Especial Mt,2009.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,259900.0
MLM806305369,used,Puebla,Puebla,Usado,,,,Trasera,nan,2997.0,BMW,2.0,nan,Gasolina,31000.0,Serie 2,Automática,3.0 M240ia At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,550000.0
MLM792934591,used,Puebla,Teziutlan,Usado,,,,4x2,nan,3954.0,Nissan,2.0,nan,Gasolina,392.0,Frontier,Automática,4.0 Pro-4x V6 4x2 At,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,540000.0
MLM804303642,used,Distrito Federal,Miguel Hidalgo,Usado,4771.0,5.0,301.0,Delantera,Sí,3564.0,GMC,5.0,3.6,Gasolina,11000.0,Terrain,Automática,3.6 Denali At,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,475000.0
MLM790436249,used,Guanajuato,León,Usado,,,,Delantera,nan,2500.0,Volkswagen,4.0,nan,Gasolina,79018.0,Passat,Automática,2.5 Sportline At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,198000.0
MLM798129893,used,Distrito Federal,Miguel Hidalgo,Usado,,,,nan,nan,1000.0,BMW,nan,nan,Gasolina,3600.0,S 1000 XR,nan,nan,2017.0,nan,nan,Doble propósito,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,233000.0
MLM807308653,used,Puebla,Puebla,Usado,,5.0,,4x4,Sí,3800.0,Jeep,5.0,3.8,Gasolina,62000.0,Wrangler,Automática,X Rubicon Unlimited 4x4 At,2009.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,449000.0
MLM794339960,used,Nuevo León,Monterrey,Usado,,,,4x4,nan,3200.0,Land Rover,5.0,nan,Gasolina,215000.0,Freelander,Automática,V6 Piel Qc At,2004.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,95000.0
MLM810611695,used,Distrito Federal,Coyoacán,Usado,,5.0,,4x2,Sí,3600.0,Jeep,5.0,3.6,Gasolina,40000.0,Grand Cherokee,Automática,3.6 Limited V6 Nav 4x2 At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,339000.0
MLM804589060,used,Distrito Federal,Tlalpan,Usado,3546.0,3.0,160.0,Delantera,Sí,1368.0,Fiat,3.0,1.4,Gasolina,35000.0,500,Automática,1.4 Abarth At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,275900.0
MLM794676263,used,Distrito Federal,Tlalpan,Usado,,,,4x4,nan,2000.0,Mazda,5.0,nan,Gasolina,47000.0,CX-5,Manual,2.0 I Grand Touring Mt,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,244900.0
MLM805052668,used,Estado De México,Coacalco de Berriozabal,Usado,,,,4x2,No,,Isuzu,nan,nan,nan,208685.0,ISUZU ELF 600 K,Manual,nan,2015.0,No,4HK1-TCN,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,153000.0
MLM807033597,used,Distrito Federal,Alvaro Obregón,Usado,,,,nan,No,,Audi,4.0,nan,Gasolina,8450.0,Q3,nan,RSQ,2017.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,632000.0
MLM804210529,used,Querétaro,San Juan Del Río,Usado,,,,4x2,nan,,Nissan,nan,nan,nan,12345.0,Cobstar,Manual,nan,2009.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,90000.0
MLM797634910,not_specified,Jalisco,San Miguel El Alto,,,,,nan,nan,,Troy-Bilt,nan,nan,nan,,17ARCACW309,nan,nan,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,102299.0
MLM812030242,used,Distrito Federal,Miguel Hidalgo,Usado,,,,nan,No,,Lincoln,0.0,nan,Gasolina,72100.0,MKC,nan,5P RESERVE L4/2.3/T AUT,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,375000.0
MLM785774091,used,Nuevo León,San Pedro Garza García,Usado,,,,4x4,Sí,,Nissan,5.0,3.5,Gasolina,40000.0,Pathfinder,Manual,3.5 Sense Aut.,2015.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,249900.0
MLM802985856,used,Distrito Federal,Coyoacán,Usado,3605.0,5.0,75.0,Delantera,Sí,999.0,Volkswagen,5.0,1.0,Gasolina,33632.0,Up!,Manual,1.0 High Up Mt,2017.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,144000.0
MLM802987631,used,Distrito Federal,Coyoacán,Usado,,,,Delantera,nan,1600.0,Chevrolet,4.0,nan,Gasolina,52325.0,Sonic,Manual,1.6 Lt Mt,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,138000.0
MLM799776194,used,Distrito Federal,Miguel Hidalgo,Usado,,,,Delantera,nan,,Volkswagen,4.0,nan,Gasolina,14308.0,Tiguan,Automática,Otras Versiones,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,330000.0
MLM789090514,used,Yucatán,Mérida,Usado,,,,4x2,nan,,Hino,nan,nan,nan,230000.0,716,Manual,nan,2013.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,385000.0
MLM802928929,used,Distrito Federal,Cuajimalpa De Morelos,Usado,,,,4x2,nan,2400.0,Jeep,5.0,nan,Gasolina,80000.0,Compass,Automática,Sport 4x2 Cvt,2008.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,106900.0
MLM797318969,used,Distrito Federal,Alvaro Obregón,Usado,,,,4x4,nan,2979.0,BMW,5.0,nan,Gasolina,2676.0,X4,Automática,3.0 X4 M40ia At,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,1020000.0
MLM805110138,used,Estado De México,Tlalnepantla de Baz,Usado,4255.0,5.0,220.0,Delantera,Sí,1984.0,Volkswagen,5.0,2.0,Gasolina,105000.0,Golf GTI,Automática,2.0 Dsg Navegación Piel At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,309000.0
MLM794006526,used,Oaxaca,Juchitan De Zaragoza,Usado,,,,4x4,nan,,Nissan,4.0,nan,Diésel,32000.0,Frontier,Automática,LE 4x4 Diesel T/A Piel,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,455000.0
MLM785173260,used,Michoacán,Morelia,Usado,,,,Delantera,nan,2000.0,SEAT,5.0,nan,Gasolina,58000.0,Ibiza,Manual,2.0 Reference 5p Mt,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,130000.0
MLM798401524,used,Distrito Federal,Tlalpan,Usado,,,,Trasera,nan,2694.0,Toyota,2.0,nan,Gasolina,45127.0,Hiace,Manual,2.7 Panel Super Larga Mt,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,310000.0
MLM758897580,new,Distrito Federal,Gustavo A. Madero,Nuevo,,,,nan,nan,250.0,oubike,nan,nan,Gasolina,0.0,Otros Modelos,nan,nan,2019.0,nan,nan,Motocarros,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,43966.0
MLM773757652,used,Distrito Federal,Benito Juárez,Usado,,,,Delantera,nan,,Kia,5.0,nan,Gasolina,65390.0,Soul,Automática,1.6 SX Turbo At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,248000.0
MLM804182625,used,Puebla,Puebla,Usado,,,,Delantera,nan,,BMW,4.0,nan,Eléctrico,4300.0,X3,Automática,5p xDrive30e Híbrido Conectable,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,980000.0
MLM804180494,used,Guanajuato,León,Usado,,4.0,143.0,4x2,Sí,2300.0,Ford,4.0,2.3,Gasolina,90000.0,Ranger,Manual,2.3 Xl Cabina Doble Mt,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,220000.0
MLM796949587,used,Nuevo León,Monterrey,Usado,,,,Delantera,nan,1496.0,Honda,4.0,nan,Gasolina,8000.0,Civic,Automática,1.5 Turbo Touring I-style Cvt,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,355000.0
MLM808258148,used,Puebla,Puebla,Usado,,,,Trasera,nan,1000.0,Smart,3.0,nan,Gasolina,72500.0,Fortwo,Manual,1.0 Coupe Passion Mt,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,125000.0
MLM806285101,used,Distrito Federal,Cuajimalpa De Morelos,Usado,,,,Delantera,nan,,Audi,4.0,nan,Gasolina,34980.0,A3,Automática,1.4 Sedán Dynamic At Dsg,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,349500.0
MLM813010331,used,Estado De México,Metepec,Usado,5843.0,4.0,355.0,4x2,Sí,5328.0,Chevrolet,4.0,5.4,Gasolina,15201.0,2019,Automática,SILVERADO 1500,2019.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,469000.0
MLM812408902,used,Nuevo León,San Pedro Garza García,Usado,,,,nan,nan,,Ford,2.0,5.0,Gasolina,77000.0,Mustang,Automática,GT 5.0,2011.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,234000.0
MLM809960524,used,Distrito Federal,Azcapotzalco,Usado,4690.0,5.0,170.0,Delantera,Sí,2488.0,Nissan,5.0,2.5,Gasolina,42000.0,X-Trail,Automática,2.5 Advance 3 Row Cvt,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,239500.0
MLM809433810,used,Puebla,Puebla,Usado,4460.0,5.0,188.0,Delantera,Sí,2488.0,Mazda,5.0,2.5,Gasolina,9840.0,Mazda 3,Automática,2.5 S Hchback At,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,328000.0
MLM807721823,used,Nuevo León,Monterrey,Usado,,,,Trasera,nan,,Dodge,4.0,nan,Gasolina,90000.0,Ram 2500,Automática,LARAMIE CREW CAB,2010.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,239900.0
MLM807471156,used,Querétaro,Querétaro,Usado,,,,Delantera,nan,1560.0,Peugeot,2.0,nan,Diésel,140000.0,Partner,Manual,1.6 Hdi Maxi Mt,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,150000.0
MLM807325461,used,Distrito Federal,Alvaro Obregón,Usado,,,,Trasera,Sí,,Mercedes-Benz,2.0,nan,Gasolina,21239.0,GT,Automática,4.0 S At,2016.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,1675000.0
MLM806627652,used,Guanajuato,Celaya,Usado,,,,nan,nan,,Land Rover,4.0,nan,Gasolina,72456.0,Range Rover Sport,nan,SPORT BLINDADA,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,450000.0
MLM806536890,used,Distrito Federal,Coyoacán,Usado,,,,Trasera,nan,2500.0,BMW,2.0,nan,Gasolina,83000.0,Serie 3,Automática,2.5 325i Coupe At,2009.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,179900.0
MLM806000031,used,Estado De México,Huixquilucan,Usado,,,,4x4,nan,1991.0,Mercedes-Benz,5.0,nan,Gasolina,16321.0,Clase GLC,Automática,2.0 300 Sport At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,529000.0
MLM801653782,used,Baja California,Mexicali,Usado,,,,Delantera,nan,,Dodge,5.0,nan,Gasolina,73516.0,Journey,Automática,5p SE L4/2.4 Aut 7/Pas,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,219800.0
MLM801210544,used,Distrito Federal,Coyoacán,Usado,4358.0,5.0,160.0,Delantera,Sí,1999.0,Ford,5.0,2.0,Gasolina,46000.0,Focus,Automática,2.0 Se Hchback At,2016.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,173500.0
MLM799047656,used,Estado De México,Naucalpan,Usado,,,,Delantera,nan,,Chevrolet,4.0,nan,Gasolina,18845.0,Cavalier,Automática,1.5 Premier At,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,199900.0
MLM806255490,used,Distrito Federal,Coyoacán,Usado,4275.0,5.0,148.0,Delantera,Sí,1998.0,Mazda,5.0,2.0,Gasolina,85912.0,CX-3,Automática,2.0 I Grand Touring At,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,245000.0
MLM796964195,used,Baja California,Mexicali,Usado,,,,Delantera,nan,,Chevrolet,4.0,nan,Gasolina,22845.0,Beat,Manual,1.3 Nb Lt Mt,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,139900.0
MLM796552290,used,Estado De México,Acambay,Usado,4690.0,5.0,170.0,Delantera,Sí,2488.0,Nissan,5.0,2.5,Gasolina,1001.0,X-Trail,Automática,2.5 Sense 2 Row Cvt,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,325000.0
MLM796129090,used,Distrito Federal,Gustavo A. Madero,Usado,,,,Trasera,nan,,Chevrolet,5.0,nan,Gasolina,12045.0,Suburban,Automática,5p LT V8/5.3 Aut Piel 2da/Banca,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,739900.0
MLM794978836,used,Querétaro,Corregidora,Usado,,,,4x4,nan,2488.0,Nissan,5.0,nan,Gasolina,5000.0,X-Trail,Automática,2.5 Exclusive 3 Row Cvt,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,370000.0
MLM803752751,used,Puebla,Puebla,Usado,,,,4x2,nan,2400.0,Jeep,5.0,nan,Gasolina,60000.0,Patriot,Automática,2.4 Sport 4x2 At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,179000.0
MLM790395926,used,Distrito Federal,Alvaro Obregón,Usado,,,,4x4,nan,,Audi,2.0,nan,Gasolina,39000.0,R8,Manual,2p 4.2L Quattro 6vel,2009.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,1249000.0
MLM787133794,used,Distrito Federal,Miguel Hidalgo,Usado,,,,Delantera,nan,1390.0,Volkswagen,5.0,nan,Gasolina,24000.0,Tiguan,Automática,1.4 Comfortline Plus At,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,339800.0
MLM781415461,used,Distrito Federal,Iztapalapa,Usado,,,,Delantera,nan,,Chevrolet,5.0,nan,Gasolina,21885.0,Traverse,Automática,5p LT V6/3.6 Aut 7/Pas,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,569900.0
MLM779832845,used,Hidalgo,Pachuca De Soto,Usado,,,,4x4,nan,,Audi,5.0,nan,Gasolina,39706.0,Q7,Automática,5p Elite V6/3.0/T Aut,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,869000.0
MLM780126224,used,Nuevo León,Monterrey,Usado,,,,4x2,nan,,Ford,4.0,nan,Gasolina,100000.0,F-250,Automática,Lobo crew cab,2013.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,315000.0
MLM761696648,used,Quintana Roo,Cancún/Benito Juárez,Usado,,,,Delantera,nan,,Volkswagen,5.0,nan,Gasolina,40594.0,Polo,Automática,5p Startline L4/1.6 Aut,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,154900.0
MLM782541555,used,Jalisco,Guadalajara,Usado,4880.0,4.0,,Delantera,Sí,2400.0,Honda,4.0,2.4,Gasolina,93000.0,Accord,Manual,2.4 Sport Mt,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,219000.0
MLM808172249,used,Estado De México,Tlalnepantla de Baz,Usado,4783.0,2.0,455.0,Trasera,Sí,6162.0,Chevrolet,2.0,6.2,Gasolina,28450.0,Camaro,Automática,6.2 Ss At,2017.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,525000.0
MLM812386784,used,Distrito Federal,Benito Juárez,Usado,,,,Trasera,Sí,,BMW,3.0,nan,Gasolina,25000.0,Serie 1,Automática,1.6 3p 118ia At,2015.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,239900.0
MLM808269946,used,Estado De México,Tlalnepantla de Baz,Usado,4384.0,5.0,105.0,Delantera,nan,1600.0,Volkswagen,4.0,1.6,Gasolina,70000.0,Vento,Automática,1.6 Style At,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,122000.0
MLM808114908,used,Distrito Federal,Gustavo A. Madero,Usado,,,,Trasera,nan,,Nissan,5.0,2.4,Gasolina,330000.0,Ichi Van,Manual,CAMIONETA VAN,1995.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,95000.0
MLM794123275,used,Guanajuato,Irapuato,Usado,,,,nan,nan,,GMC,5.0,nan,Gasolina,50000.0,Terrain,Automática,Black Edition,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,495000.0
MLM797729743,used,Distrito Federal,Miguel Hidalgo,Usado,,,,4x4,nan,5000.0,Land Rover,5.0,nan,Gasolina,28000.0,Range Rover,Automática,5.0l Sport Super Charged V8 T At,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,698000.0
MLM788815297,new,Distrito Federal,Alvaro Obregón,Nuevo,,,,Trasera,nan,2488.0,Renault,5.0,nan,Gasolina,0.0,Koleos,Automática,2.5 Iconic Cvt,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,537900.0
MLM803909090,used,Distrito Federal,Miguel Hidalgo,Usado,,,,Delantera,nan,2360.0,Dodge,5.0,nan,Gasolina,32100.0,Journey,Automática,2.4 Se 7 Pasajeros At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,224500.0
MLM797727404,used,Distrito Federal,Miguel Hidalgo,Usado,,,,4x4,nan,2000.0,Land Rover,5.0,nan,Gasolina,55000.0,Discovery sport,Automática,2.0 Hse At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,465000.0
MLM776240656,used,Querétaro,Querétaro,Usado,,,,nan,nan,,Chevrolet,4.0,nan,Gasolina,103000.0,Corsa,nan,A/AC Eléctrico EQUIP,2005.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,59500.0
MLM778706040,used,Nuevo León,Monterrey,Usado,,,,Delantera,nan,1799.0,Honda,5.0,nan,Gasolina,79000.0,HR-V,Automática,1.8 Epic At Cvt,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,240000.0
MLM804290814,used,Jalisco,Zapopan,Usado,,,,4x4,nan,,Dodge,2.0,nan,Gasolina,104000.0,Ram,Automática,Sport 4X4,2011.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,239000.0
MLM797172691,used,Querétaro,Querétaro,Usado,,,,4x4,nan,3000.0,Maserati,5.0,nan,Gasolina,17000.0,Levante,Manual,3.0 S Mt,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,1590000.0
MLM715753800,used,Veracruz,Veracruz,Usado,,,,Delantera,nan,1984.0,Audi,4.0,nan,Gasolina,1000.0,A6,Automática,2.0 Tfsi Elite 252hp At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,528000.0
MLM765946530,used,Querétaro,El Marqués,Usado,,,,nan,nan,,Freightliner,nan,nan,nan,5859.0,M2,Secuencial,nan,2011.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,550000.0
MLM798753650,used,Estado De México,Naucalpan,Usado,,,,Delantera,nan,1998.0,Renault,5.0,nan,Gasolina,10336.0,Duster,Automática,2.0 Intens At,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,220000.0
MLM806262888,used,Nuevo León,San Pedro Garza García,Usado,,,,Delantera,nan,1998.0,Mini,5.0,nan,Gasolina,30000.0,Countryman,Automática,2.0 S Sport At,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,387000.0
MLM798470523,used,Quintana Roo,Cancún/Benito Juárez,Usado,,,,Delantera,nan,1600.0,Volkswagen,5.0,nan,Gasolina,57000.0,Gol,Manual,1.6 Gl Mt 5 p,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,99000.0
MLM805062649,used,Distrito Federal,Alvaro Obregón,Usado,4624.0,4.0,,Trasera,Sí,2000.0,BMW,4.0,2.0,Gasolina,74000.0,Serie 3,Automática,2.0 328ia M Sport At,2013.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,285000.0
MLM795561434,used,Estado De México,Tlalnepantla de Baz,Usado,,,,4x2,nan,4700.0,Jeep,5.0,nan,Gasolina,50968.0,Grand Cherokee,Automática,Limited V8 4x2 At,2005.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,119000.0
MLM794060357,used,Aguascalientes,Aguascalientes,Usado,,,,Delantera,nan,1998.0,Hyundai,5.0,nan,Gasolina,11000.0,Santa Fe,Automática,2.0 Sport L At,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,445000.0
MLM707939937,not_specified,Morelos,Xochitepec,,,,,nan,nan,,Remolques Uno,nan,nan,nan,,Plataforma,nan,nan,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,80000.0
MLM792577403,used,Veracruz,Veracruz,Usado,3900.0,5.0,,Delantera,Sí,1500.0,Mazda,5.0,1.5,Gasolina,91000.0,Mazda 2,Automática,1.5 Touring At,2013.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,124900.0
MLM792577494,used,Veracruz,Veracruz,Usado,3850.0,5.0,,Delantera,Sí,1400.0,Suzuki,5.0,1.4,Gasolina,63000.0,Swift,Manual,1.4 Ga Mt,2013.0,nan,nan,nan,4.0,,,nan,nan,,nan,,nan,nan,nan,nan,nan,124900.0
MLM805206476,used,Hidalgo,Pachuca De Soto,Usado,,,,Delantera,nan,2480.0,Volkswagen,4.0,nan,Gasolina,50250.0,Jetta,Automática,2.5 Sportline Tiptronic At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,247500.0
MLM783187992,used,Michoacán,Salvador Escalante,Usado,,,,Trasera,nan,1495.0,Toyota,4.0,nan,Gasolina,16000.0,Avanza,Automática,1.5 Xle At,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,225000.0
MLM798380770,used,Nuevo León,Guadalupe,Usado,,,,Trasera,nan,2488.0,Nissan,2.0,nan,Gasolina,10.0,NP300,Manual,2.5 Chasis Cabina Dh Aa Pack Seg Mt,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,442000.0
MLM777448244,used,Jalisco,Zapopan,Usado,,,,Delantera,nan,2000.0,Renault,4.0,nan,Gasolina,72000.0,Fluence,Manual,2.0 Dynamique Cvt Mt,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,125000.0
MLM805021487,used,Distrito Federal,Iztapalapa,Usado,,,,Delantera,Sí,,Chevrolet,4.0,nan,Gasolina,72013.0,Sonic,Automática,1.6 Lt At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,169900.0
